Location,Cuisine,Rating,Seating Capacity,Average Meal Price,Marketing Budget,Social Media Followers,Chef Experience Years,Number of Reviews,Avg Review Length,Ambience Score,Service Quality Score,Parking Availability,Weekend Reservations,Weekday Reservations,Revenue
1,3,44,31,5167,1970,20444,13,395,24136071635921200,59,61,0,8,6,37527821
0,2,49,89,3529,9421,98227,8,759,19901307255388500,13,82,0,5,56,72330093
0,0,35,80,4539,3706,43930,14,496,22095459249686600,35,95,1,32,54,82838384
2,5,44,54,2525,3258,41304,8,511,13036232844534000,22,72,1,28,6,3201392
0,3,50,75,5283,5013,57669,19,265,10237386030863600,57,40,1,31,15,90494588
0,3,49,72,4951,7080,78564,13,855,11339516273852700,19,54,1,20,46,81684954
2,2,35,50,3785,1065,10629,6,431,7093361494209420,88,79,0,16,33,4336531
2,2,32,52,3743,1260,16148,4,98,16775940448284100,87,81,0,33,28,44382947
0,0,33,72,3511,5196,53326,6,666,15155832059424200,24,17,0,60,32,5766869
1,2,44,33,3314,1760,24091,2,706,50634918087512100,73,65,1,10,20,25465353
2,4,45,56,6708,1698,21106,10,106,26409166673440400,73,97,0,35,30,84934362
1,1,43,44,5684,3830,40072,11,575,2204673047267730,46,81,1,22,38,57736924
0,3,37,80,5301,6868,68338,11,388,16168528796344800,24,11,1,16,28,95831254
2,4,33,67,6764,1151,19073,3,57,29175530634630500,22,30,0,12,15,100270215
1,5,42,41,3022,3478,35468,11,745,28513540254839900,77,50,1,31,22,29877744
2,4,40,53,6772,3549,39257,8,72,7377423210966110,30,74,1,16,36,81017783
0,0,45,80,4138,6447,65903,17,93,20378480960643600,64,60,1,5,70,76443275
1,5,39,35,3293,2109,25717,1,627,25425562076112800,88,17,1,24,31,26617295
0,5,37,88,2864,1635,20199,16,820,9323796273219850,63,76,0,55,42,58278061
0,2,36,87,3663,6062,64972,7,486,8199051810051330,98,85,1,50,29,73026876
2,4,34,64,7407,1448,20036,8,958,11494444475617900,68,29,1,2,9,105691969
1,0,35,32,3604,2069,24164,13,118,11991778634212300,38,16,0,23,14,2741495
0,3,32,86,5282,2897,34260,5,643,29124615304730200,87,81,1,62,12,101946506
0,2,37,70,3355,2739,30027,18,562,24511933264283800,38,68,0,14,57,5467374
1,4,31,31,6635,2016,21521,12,326,649344760949329,97,82,0,30,21,47953605
0,3,34,88,510,4226,50251,16,541,24662035475767800,53,61,1,45,22,101792255
0,4,45,78,6749,2236,28706,3,132,9240987958664730,96,49,1,17,52,117282429
1,2,37,37,3903,2335,28847,12,361,13931048935522800,27,97,1,9,33,3417662
1,3,43,41,4547,3011,38480,19,151,1296299018818410,11,80,1,4,5,43897686
1,2,44,44,3109,3793,42898,18,275,11809539293254800,28,47,1,37,31,33183176
1,4,42,36,7073,1706,21028,8,435,12718950816660200,19,92,1,20,11,57785835
2,5,49,70,3148,1481,18923,13,517,2385503821519750,76,99,0,43,30,51083809
1,1,30,45,6303,1240,15577,8,848,11663847397148200,34,38,0,0,43,63980579
2,5,45,56,2785,4018,47726,10,190,25018102423405200,68,90,1,52,14,3700838
2,2,49,69,3926,2775,28520,14,575,7275424655244880,70,14,0,43,64,62239718
2,2,47,70,4048,1063,16931,15,381,1987924778329480,72,29,0,24,24,64575449
0,2,33,81,3549,6524,72437,15,318,2657502181943290,85,24,0,42,9,66586095
2,3,37,66,5337,2163,23019,6,393,6982429235819100,23,42,0,28,32,78904363
2,0,33,60,4077,1858,23989,14,912,2087219325528950,15,61,0,41,57,56332371
0,2,42,73,3076,4030,44081,6,703,17790418793655600,13,75,1,58,56,51532181
0,5,44,88,2859,8761,94297,1,931,13298528365737500,19,91,0,82,41,5807214
0,1,36,71,5596,6147,67104,10,143,7516863443022590,44,24,1,53,51,90220358
1,2,41,31,4088,3796,46829,19,972,21912132407086600,97,62,1,18,30,31642601
0,2,44,86,3252,5329,54657,11,661,12734449107761500,42,60,0,43,62,64404463
0,2,38,78,3699,1670,24944,3,119,13472975889813700,51,51,1,53,14,64643171
2,3,47,50,4813,4263,51774,6,175,22939818380402000,83,73,1,18,7,55135995
0,2,45,79,3719,8359,88170,9,935,28633839097391100,93,56,0,60,37,68229862
1,5,31,44,2731,2710,29638,9,432,1334093611214760,97,60,0,11,27,28745784
0,4,42,90,7364,5305,55378,4,237,23668326845972900,84,91,0,31,71,148290608
1,0,35,44,3622,1307,16905,3,555,2891522568629320,55,87,0,21,23,36462535
0,2,41,90,3985,8174,90698,19,631,7445673756092610,31,62,1,0,1,82719125
0,3,49,71,5424,8072,86442,11,960,18230048731114600,64,24,1,0,2,87723634
0,5,48,83,3247,3182,39839,19,361,527910837589325,28,96,1,23,24,62442023
0,2,38,73,3074,6305,71661,17,905,256294507700458,15,66,0,48,33,52983087
1,3,36,47,4729,2572,25664,8,830,12172267534180300,93,83,1,27,35,51328915
1,4,35,38,7445,2636,29528,6,184,13319187342930300,54,15,0,32,16,6383949
2,1,41,51,5634,1448,21260,5,670,2218217345620130,56,91,0,25,18,64860908
1,2,32,31,3172,1565,22969,8,198,24729495357166400,65,72,1,16,28,23548471
0,5,41,87,3098,2608,26958,8,151,1499975627990570,51,72,0,24,61,61260714
2,3,30,66,4802,2605,27153,3,407,2163800168684040,50,20,0,62,51,71208649
2,3,36,58,4744,2783,32296,19,191,2890886028497240,92,74,0,31,18,63837874
2,2,34,57,3633,3163,35560,16,820,2717255738729660,83,17,1,1,36,4840141
0,3,49,71,491,2211,25098,10,880,2253235272161,29,15,0,29,29,7848351
1,1,45,31,5655,3373,41321,3,220,28576597232759200,36,39,0,17,10,39976035
0,3,37,74,5088,3376,39204,9,414,2689845120839990,69,12,0,36,8,8477022
2,0,32,61,3926,2757,30941,8,788,2322522682488930,61,24,0,52,52,54806593
0,0,40,85,4308,6452,67985,8,61,2793119397632920,79,75,1,74,19,83483989
0,3,34,83,4613,5840,65155,8,104,25434761605302300,75,85,1,58,3,86954469
1,2,41,49,3683,2423,29923,7,551,1755635246027180,74,26,1,44,4,41522322
1,0,47,31,398,2507,31457,14,807,17557047579436300,89,84,0,15,20,30119255
2,5,42,57,2947,2703,26580,17,935,5219769760245290,79,53,1,8,12,39931691
0,0,43,73,3756,7235,78172,12,965,5756243350923200,32,96,0,21,67,6388681
0,3,41,89,4533,3811,37410,5,941,23655689874251900,89,23,0,67,9,90704111
1,2,49,38,3932,2585,33024,2,652,1886922250374260,40,15,0,30,1,34002266
0,4,49,89,6859,2583,28282,15,374,24023952993326700,92,86,0,42,54,137340893
0,2,40,88,3749,6568,71835,11,990,2874157047995650,84,43,0,64,9,7580178
0,2,36,71,4042,3472,40871,15,872,16313266389162200,17,51,1,54,46,65992813
1,2,39,45,3621,785,7801,13,748,7211140023002410,79,56,1,18,1,38035109
2,5,34,60,2937,1754,24418,19,892,20663986058024600,55,84,1,8,15,41818321
2,1,43,57,5795,3886,45670,12,546,7493345309516050,98,17,0,11,6,7513295
0,3,40,81,5527,1707,26057,15,365,20532574778362800,51,60,1,38,72,101165758
2,1,32,52,625,3092,32678,12,750,1819347109806390,16,49,1,42,46,7402719
1,4,34,42,7232,2627,32968,18,859,22805427607611100,36,41,1,33,23,69840618
1,1,40,31,5969,1463,16183,4,221,13773988927859900,49,41,1,10,8,41825548
2,3,48,62,543,983,13143,11,439,8596545024454230,63,94,1,36,45,76354335
2,3,41,57,5285,2880,36208,15,630,10905262391183900,24,34,1,47,28,6889807
0,4,44,84,6812,7132,80180,5,327,22090858733607600,56,51,1,46,7,128245688
2,3,37,70,516,1016,15082,5,370,1695413955632090,54,54,1,16,11,8058393
0,4,41,78,6973,3479,42822,10,133,18520437019903900,85,75,0,43,1,121982158
0,4,39,80,6507,6901,75563,10,137,1307496056027280,37,57,0,22,8,117108215
1,3,43,50,5388,4259,41912,6,197,25917554204589700,50,66,0,42,6,61325034
1,0,31,32,3635,2138,19840,6,815,29986376989985500,45,46,1,7,28,27239205
1,4,40,36,7061,2535,29145,6,864,1280515270736350,67,75,0,11,31,57974261
1,3,36,43,487,1275,12800,7,993,22966290293096200,85,52,1,22,19,4789931
2,0,37,64,3876,2173,28838,18,782,9277506105096210,71,30,1,50,57,57672288
1,4,49,38,7025,1527,20955,4,795,2356079840473600,52,84,1,18,22,60315875
2,0,34,69,4597,3371,34864,14,585,15771284275849900,67,79,1,49,32,72764594
1,5,36,40,2949,1607,15297,11,812,20132642256937400,39,66,0,31,35,28132809
2,2,40,56,3201,3498,37247,7,377,10939015775697800,23,57,1,0,29,41236228
0,5,47,81,3175,7257,72836,18,147,26291418380860500,39,29,1,78,15,6023873
2,0,38,68,376,1484,17398,2,263,9333382698216510,50,88,0,47,8,5745291
2,4,45,67,6616,2284,24360,2,856,2821513601842250,50,19,0,23,35,98640896
1,3,47,42,4555,1793,21160,7,360,6531209190172930,76,44,0,25,31,4389872
2,1,36,60,5525,1930,20406,11,786,12199538734845400,94,87,1,39,46,75621855
0,3,38,70,4974,2971,32919,18,421,19073637441744000,45,64,1,23,13,79469929
0,1,37,75,5969,5663,64250,7,527,2646171459233260,18,49,0,73,34,100990608
1,1,47,50,5704,1938,22408,5,232,19425621418241000,13,81,0,5,13,63980612
0,4,31,71,7362,4914,47713,2,247,10402842261311700,10,99,0,65,0,116720333
2,0,36,62,3642,1165,10855,14,382,26475834661989400,94,27,0,60,50,52162121
0,3,44,82,5507,8606,94894,7,669,1990405276929330,100,15,0,33,75,102663632
1,0,41,48,4146,2302,27803,10,964,1080867424455900,15,52,1,17,47,45860211
2,5,39,58,253,2955,32052,18,875,19046089048907200,42,36,1,23,53,3529685
1,4,41,48,7559,3275,39254,8,459,21882481541837800,70,70,0,11,40,82125037
2,4,34,50,6839,1978,21934,16,770,22013186377739700,26,54,1,23,8,77659429
0,5,39,77,2995,3778,41050,14,406,23100115223204400,63,55,1,71,12,5359642
1,3,40,43,4813,964,12518,9,140,2739345095220640,83,42,0,0,25,47204536
1,2,48,45,3801,1519,18733,6,905,2562055123017550,87,29,1,44,14,39361828
2,5,35,53,3034,1893,22277,7,224,2019242504372420,74,29,0,24,43,37074051
1,3,47,47,4646,1594,21318,9,703,5804135136120420,17,45,1,9,15,49629072
2,1,43,63,5615,2975,35147,7,692,23738059213355400,41,71,1,35,9,7973760
2,4,30,58,7298,2642,25095,9,688,2937398556622940,97,40,1,40,16,95352259
2,3,44,64,4761,1062,14073,7,810,12639165528925500,27,39,0,6,39,68366086
2,0,31,52,3652,870,7509,12,447,20172465421683200,51,48,1,50,44,43884709
0,0,50,73,4049,4435,45272,17,313,24216665227968300,40,99,1,25,9,68218239
2,4,47,67,7383,2359,26689,12,540,20977224486455800,28,18,0,31,46,110924545
1,5,36,43,2807,3206,31067,5,778,2806372235052480,39,37,0,39,9,2824009
0,2,35,84,3304,4873,48339,18,576,16833498991719200,27,36,0,32,60,64287197
1,5,38,37,3417,2209,24482,5,222,18296169406402000,89,98,1,17,34,29795378
0,3,37,79,4663,3195,40630,5,790,5956084759172640,26,47,1,14,7,82477886
2,5,37,61,3178,2578,28439,7,222,2750553280497090,66,61,0,40,9,44518919
0,4,36,90,7551,2057,25811,3,308,1155707029688620,95,28,0,22,70,150939107
0,3,42,78,5425,8061,81300,1,414,2946052685735660,96,11,1,12,64,9541560
1,1,33,37,5568,3114,33640,6,444,10052659051039800,64,41,0,21,4,47105804
1,5,47,46,2852,4445,45631,7,58,11336391960642600,34,68,0,44,16,31018673
2,5,46,58,2657,3121,32090,8,309,1711564085216790,32,72,0,21,47,3594029
0,2,40,82,4044,4854,52394,14,162,21512501919243800,77,78,0,63,19,7615123
0,3,47,83,5585,7794,86706,15,768,1601661519396370,98,87,1,2,67,10608514
0,0,35,74,3758,6140,67955,7,524,13795413289468900,17,20,0,18,45,63389477
2,5,30,58,3237,2678,33083,7,528,18502174443601400,81,17,1,43,33,43225101
2,4,42,65,7426,996,15326,1,227,2895745795110250,21,81,0,48,35,107206898
2,5,39,68,2757,795,13930,9,897,2904879990567930,37,49,0,50,0,42893394
2,2,41,56,3206,1936,26521,7,553,13201119714459800,61,95,0,38,49,41610911
2,1,48,61,5512,3283,39088,7,785,2200396602601090,37,95,0,5,59,76192466
1,2,49,31,3453,3945,47743,18,531,2304780742478800,69,23,0,13,7,26708142
0,5,43,87,3489,8534,93826,14,695,21335428206533900,48,72,1,27,28,70556042
0,0,45,87,4493,1859,22842,15,477,7825256355640930,30,16,0,30,19,88043746
0,5,32,85,2641,4837,48101,18,566,18486891291743800,58,46,1,56,28,52783314
0,3,33,80,4725,3388,41761,10,234,24081290190383900,12,86,1,44,15,8531458
0,5,45,71,2949,5001,58232,3,866,10020238912055900,77,51,0,5,39,48138267
0,0,39,83,4359,2172,22237,11,644,13705220759687100,57,13,0,41,16,81497791
0,3,39,73,5173,6313,67184,1,783,10095010974802000,95,32,0,2,72,85258023
0,4,36,76,7065,6311,67364,2,765,2717321386139580,19,18,0,8,19,119602085
1,3,42,31,5151,3897,46726,16,630,2646329040134920,76,47,1,2,13,38206584
0,2,34,90,3106,2810,29871,3,973,9230078008145490,37,73,1,80,23,63154633
1,1,43,43,6025,2089,26749,17,425,240137558696131,44,69,1,26,41,59938195
2,2,33,56,4091,3199,35755,3,728,14099401696317200,41,75,0,50,20,52142619
0,3,31,78,4597,2119,20662,11,979,22154274594451400,42,45,1,13,49,80962928
2,4,37,57,7071,3471,35647,4,495,1733420365175760,49,34,0,36,30,90346864
2,5,35,58,2825,1783,19804,7,61,16799473361495600,12,15,1,39,13,3724372
2,3,48,56,5094,1128,15524,16,246,27032120309420700,86,95,0,46,36,65691544
1,2,31,48,3631,842,10988,17,615,20924106639371900,89,21,0,3,12,40777777
2,3,34,66,5135,2637,30528,11,921,10894198569131600,14,26,1,47,42,76710695
2,3,41,62,5437,2101,23686,4,534,7768973942059340,80,12,0,7,5,7528921
2,3,40,60,4929,1032,13295,3,385,2833517107528430,17,39,0,10,14,65763631
0,4,31,87,7068,2590,33176,16,378,8834648788455720,83,84,1,60,13,138247548
0,0,30,86,3512,3486,38534,2,786,2335191179814630,65,40,0,85,31,6815017
1,0,50,45,4369,1478,16306,5,726,17396237928320400,38,70,1,32,8,44719685
1,3,43,39,4785,1416,20249,18,466,850163456855849,65,97,0,31,9,4407693
0,4,37,73,7398,6420,63936,3,738,2441639018975720,56,90,0,1,66,121227772
1,4,39,33,6792,985,13368,2,562,2761211340381910,67,26,0,30,31,50492086
0,3,35,80,4512,6371,64440,2,736,8037665186578700,53,42,0,6,0,81177362
2,2,37,70,317,3631,36052,2,726,6677220702007670,80,78,1,50,15,5066226
2,2,43,57,4084,4078,48021,16,186,26246248782839200,14,98,1,20,37,54262365
1,1,48,38,5852,3408,40048,1,323,1752383597382740,41,74,0,37,31,5054932
0,3,34,85,462,6342,63149,19,407,2186338142567600,60,33,1,11,65,90065865
0,1,47,79,5631,4659,49945,19,902,16037008431063900,63,22,1,66,46,101506578
1,2,32,38,3341,3152,35273,9,733,1531070641086350,25,55,0,15,14,29996456
0,2,34,72,3041,2421,28151,9,511,1249147838055230,17,27,0,21,4,49752618
2,3,31,51,5063,1304,15045,11,280,1907320389340640,12,30,0,10,13,58301921
1,1,33,38,5735,1608,15460,1,280,8995197692644000,47,67,0,13,4,48868665
1,1,48,42,6071,3381,34433,19,164,2293076924321280,40,56,0,41,10,59242794
0,3,39,75,4655,7044,72959,17,759,187357437314976,61,21,0,15,26,80332425
1,1,32,33,5973,1923,20680,6,880,2618802115104190,50,24,1,27,6,4490183
0,5,49,83,3158,7998,81995,1,564,2802535276910320,45,12,0,70,1,59734659
0,2,48,80,3068,4934,52707,18,161,275146690924636,86,30,0,17,48,57366615
0,0,45,71,3939,2616,30780,9,195,20030772865355500,66,90,1,46,41,63855504
0,4,49,72,6833,2086,28999,1,982,1296835762747140,68,81,0,50,22,109734015
0,1,34,74,5764,1997,19810,4,837,1392924102658940,44,47,1,38,20,95166696
1,1,47,36,6165,4435,44994,18,398,21313401606485500,80,77,0,16,22,5239395
2,4,44,60,7147,1596,18628,17,85,22799177530155700,24,47,1,39,0,96594853
2,1,47,61,6194,4664,49459,19,257,9032138376241340,46,81,1,51,60,86966475
1,4,46,40,6675,2533,31002,14,53,2994873341782170,14,26,1,5,28,60838835
1,3,37,48,4814,3242,39666,7,169,7687577475401390,20,24,1,45,34,52623504
2,5,45,62,2731,2259,25395,9,158,20177305932761000,17,17,0,4,34,38752721
2,5,35,53,3095,710,10395,9,127,18275592357420600,50,32,0,32,36,3762800
2,2,37,63,3507,1864,19257,15,578,19774704446715900,73,23,1,20,46,51089026
2,0,32,61,3863,1944,24409,11,788,18344121586982600,38,82,0,52,17,54143609
2,1,49,51,6365,2165,21918,7,746,6447753071895110,12,32,0,8,32,72848825
0,0,36,77,3603,3951,39302,6,788,2989813547737380,74,56,0,32,5,6308746
1,3,40,48,5572,1605,16436,9,98,2953192602871300,29,78,1,4,9,6042283
0,5,38,82,2628,2057,26714,4,158,1810879866335660,75,71,1,19,27,48918232
2,3,49,70,535,1668,19127,17,529,10208722428968900,11,28,0,22,57,84784785
2,3,37,70,4905,1291,16409,6,742,9573552231154610,38,17,1,36,67,7699796
2,1,46,50,6452,3201,37925,17,421,6426213304820930,66,92,0,33,48,74415987
0,3,47,74,4582,8679,88043,14,571,20296473875367300,88,66,1,45,24,78598315
0,5,39,80,2912,7213,73840,5,974,169559137560762,78,74,1,26,70,54203742
2,0,38,60,3869,2268,21591,18,425,15407794590681900,50,45,1,3,37,53801575
0,5,45,82,3592,5518,58752,8,172,18130333528443500,75,32,0,57,54,67394708
0,1,48,71,6584,6568,66543,10,637,268213231689777,58,58,1,14,43,105775219
2,5,45,68,2709,2758,31277,11,684,6767966282813880,83,17,1,57,22,42863324
0,4,35,85,7193,6060,60492,3,698,18602231687923000,79,82,1,50,58,137130599
1,0,48,34,4089,2957,30567,2,139,22525422374579400,98,69,0,4,7,32150858
1,4,38,43,667,2581,24950,14,198,29267220405426200,19,79,0,39,40,6577982
1,4,42,48,6685,2019,24405,4,50,23492303836668900,41,61,0,15,16,7182483
1,2,47,34,4088,3342,35981,17,469,18702863580322400,27,62,0,33,28,33608621
2,1,34,70,5998,1119,18987,17,772,24169218046751700,67,64,0,65,47,95393301
2,3,46,58,4638,3667,44289,9,567,29926455682271000,70,81,1,56,34,61869191
2,4,42,61,6736,4149,46484,9,416,27218358902870400,28,30,0,28,53,9265981
1,5,48,45,2795,1781,27376,3,195,722740704937699,48,71,1,4,25,2896381
1,3,33,48,5062,2863,30236,4,662,1937069875940210,64,60,1,27,9,55127006
0,5,38,84,2869,1912,24282,2,761,246618538927747,69,55,1,1,74,54373709
0,5,47,86,3001,2629,35722,14,956,21796887063945200,19,59,0,2,78,59315074
1,3,30,44,4683,1757,21878,8,886,15424196570043700,93,34,1,40,17,47377459
1,3,32,32,4859,950,11284,18,966,13061109358027000,13,13,0,21,3,36490608
1,5,50,46,2577,4418,50704,4,281,20675123364879100,98,78,1,25,26,28344545
1,1,36,42,6479,3365,37553,8,668,1530921814539840,38,92,0,4,4,61921789
0,0,50,78,3719,4711,49036,7,518,14799938301759800,38,53,1,3,69,66006156
1,2,34,42,3833,981,11729,15,261,2591854566601360,50,85,1,36,9,37861414
0,0,37,85,3885,6306,69547,15,155,12891385579632100,73,60,1,32,18,7600316
1,1,45,48,6022,2388,32977,2,314,21123098426077900,24,94,1,16,11,64841743
1,2,43,43,332,1731,24159,4,307,26835835950323400,33,56,1,7,23,32650885
1,3,42,37,5266,1648,17693,9,674,20544297849011800,97,28,1,12,15,44808045
0,2,41,88,3929,2109,20637,7,693,1731968430789070,89,88,0,25,72,78243936
0,5,47,72,2815,6066,62080,18,395,5882567604024150,29,82,1,50,17,48229825
2,0,35,70,3766,2510,27693,12,829,2203931385936670,62,46,1,34,31,60398335
1,2,39,47,375,1264,11573,14,260,2993815068207490,28,86,0,46,43,41201965
2,5,33,65,2715,1916,17956,7,132,25210763832656800,60,11,0,63,18,4032652
2,1,42,63,6204,2377,24373,6,132,20861654658859700,43,82,0,40,37,87804111
0,2,35,85,3104,6564,67359,19,811,1672861255126170,43,72,1,26,20,61882339
0,5,37,86,3182,4323,50007,19,398,10608104927890200,67,44,1,45,55,63681073
2,1,39,69,6065,1408,15690,15,344,22302729970550700,33,81,0,33,56,9461645
1,3,31,40,4625,1280,20694,19,798,9432547937801460,46,21,1,29,5,4336232
0,1,32,82,6214,1802,21890,12,237,2717621126579060,93,28,0,42,54,114419706
1,1,44,40,5991,2693,31548,2,467,1384971468124230,78,58,1,24,1,54166025
1,0,39,33,3739,2047,22972,11,876,14994910236316700,44,89,1,28,5,2950725
2,5,47,63,2889,4391,49714,13,945,10401040246989100,31,22,1,54,16,42722983
2,2,44,54,3541,3406,37556,4,633,17041558785123600,69,61,1,23,50,44009639
2,0,30,53,3601,2122,21554,1,951,22011362253806800,83,78,1,16,29,43480122
2,4,42,50,7553,1856,23876,2,977,12569479255961000,87,77,1,43,49,85013406
0,1,32,83,6232,3286,32339,14,333,22545939864385100,61,67,0,65,54,116781867
0,4,46,76,6613,6859,71435,18,380,20514555350467900,57,95,1,60,10,114551707
2,0,50,59,4405,1554,20489,11,525,14309706845699700,75,53,0,39,24,59375065
0,5,41,71,2855,3929,38439,11,815,1282010528066490,26,89,1,2,34,4711472
2,0,44,59,4156,2437,29421,19,529,2653323382222890,87,66,1,22,50,57282363
1,5,35,32,2805,2185,30316,17,90,5298375226075530,17,76,1,6,8,2235904
1,5,39,50,3307,2973,35840,17,121,2289764279882900,64,52,1,23,24,39296429
1,3,47,37,5295,1715,20438,2,649,1543134664089690,63,25,0,7,7,44108755
2,1,33,59,6107,1434,16686,2,805,22942294306545600,38,20,0,20,2,79992431
1,0,35,37,3765,3336,31925,13,972,17687825583678600,13,71,0,16,25,33236585
0,5,39,83,2779,4916,54599,6,544,7096515934224990,75,44,1,26,23,52964249
1,0,44,47,3921,3291,37680,15,358,2955130873531790,12,61,0,42,20,43220605
1,0,38,38,366,3615,39173,11,428,7151138535506010,26,77,1,11,15,32992395
1,5,49,38,2871,2219,22277,4,316,8960871201643240,59,81,0,24,35,25669286
0,2,32,73,3753,5644,59942,19,288,15508382012801800,95,56,1,53,9,64090807
2,4,37,52,7414,2680,28388,14,648,2861558462048870,16,38,1,38,1,87063318
0,1,44,83,5866,2546,29717,18,711,12326805914369700,62,80,1,41,16,110143329
2,1,35,63,5757,3014,29306,17,54,19216553514777000,40,47,1,29,10,82398282
2,2,43,70,3916,2728,34159,8,161,1803591131771860,70,94,1,41,56,62644327
1,3,33,45,548,2181,29234,13,979,13253688031867500,96,84,1,35,9,5711564
2,2,31,54,3451,2581,29048,15,367,22408310847460600,34,77,1,48,10,43672474
0,3,32,89,453,4372,45772,11,720,17536558267648400,96,32,0,85,78,9180128
0,3,49,84,5264,9677,100810,16,96,19457165694642300,88,43,1,14,65,10148220
2,2,41,70,3862,4066,40377,18,342,10253885532096400,65,86,1,42,16,62863641
1,1,46,38,552,3936,39752,12,416,2816372651466080,78,12,0,34,10,4870268
1,4,37,36,7155,1806,26202,12,75,7764276270982040,88,80,1,19,31,5922468
0,1,42,82,6147,5362,55264,6,264,2225673074813870,82,46,0,41,68,113431269
1,1,40,37,5917,1790,21133,6,348,27147402764612900,39,82,1,28,17,49860481
2,1,49,61,6325,4674,47990,4,110,7100516285638480,83,60,0,27,45,87029125
2,2,45,53,3471,3316,34935,1,471,5718800592255070,38,57,1,8,36,41781896
0,2,45,85,3744,3435,40100,17,433,13328843628936300,88,73,0,31,45,73286454
2,2,31,55,3569,1095,11256,4,465,24748698331683700,33,83,0,7,49,44481999
0,1,41,74,5773,3738,38397,17,886,22934162937595900,62,72,1,47,1,97134227
2,4,39,50,7167,1226,20473,5,943,25553927136218500,72,51,1,12,38,80426865
0,3,49,83,5311,6334,63848,9,688,14937463625958300,48,39,0,24,26,99545537
1,0,35,38,4571,1697,24430,6,970,29843975458311700,80,86,0,10,7,40118269
2,3,35,67,4918,1557,14853,12,850,14152652625507600,93,57,1,23,27,74835529
2,3,38,55,4571,3536,41226,17,805,25134580034049500,27,81,0,3,52,5844663
0,0,35,84,4587,3032,31209,10,625,13770160551128600,13,100,0,34,55,8709154
0,1,33,85,6186,2713,25597,2,449,10461094284821500,66,68,1,35,48,117160563
2,4,47,57,7541,1546,19939,1,226,13416726826544200,64,35,0,1,4,95143803
0,4,41,88,6614,2255,28425,13,142,9816944112071340,41,88,1,39,26,130348693
2,3,47,54,4876,3582,38776,1,557,8227765164429710,81,35,1,5,24,5932756
1,0,47,43,3647,1278,14959,13,684,14099097684590700,84,33,0,41,26,36876443
0,5,36,76,3419,6735,73541,3,576,8669854637088190,40,17,1,6,11,59042114
2,1,41,53,6468,3734,45611,11,325,17558219538385400,71,17,1,51,3,77816503
1,3,32,50,5051,2188,22896,16,583,5885305654772800,68,88,1,12,33,58475025
1,4,48,30,6705,1962,28402,18,827,15783193953475200,41,31,1,10,17,46994595
2,2,38,53,314,1474,15014,2,232,2895013803509140,97,20,1,19,23,3770543
0,2,38,83,3647,3791,44835,18,913,13971122801511300,41,42,0,4,35,69624177
2,0,36,65,4057,1335,15951,17,461,8441033316222320,66,74,1,23,52,60827875
1,0,39,36,4264,3003,36401,1,698,12629918259100200,44,41,0,33,16,35123367
2,3,35,59,4836,3065,36890,4,80,2478194783333070,11,38,1,22,31,64047464
0,5,37,79,2943,6060,68618,6,264,12841477397214100,18,54,1,72,53,53549608
1,4,46,33,6523,1098,20522,5,401,14587398423714100,31,12,0,25,11,48439059
2,3,47,61,5171,1955,25276,9,891,24719662913129100,83,54,1,25,5,71417349
0,5,36,75,2965,2575,29100,4,261,1151401235394720,50,99,1,35,31,50624765
1,0,39,42,4512,1934,25546,5,788,16957267009943300,63,82,1,16,1,4337851
0,2,47,90,3706,6042,69063,8,234,657920965826153,95,16,1,68,15,76006273
1,1,31,30,5939,1083,10162,17,976,9351764557732290,23,69,0,5,12,41688653
2,2,48,57,329,1790,23781,15,636,10236182721591200,88,52,1,33,54,44069905
0,4,34,85,7496,3459,42040,13,220,16589539908880600,44,84,1,52,67,143143114
1,4,44,34,6518,1447,18284,15,281,25524509497917200,40,19,1,30,27,51064224
0,2,42,76,336,6411,67170,4,123,13862754022278200,66,31,1,36,22,5832582
0,2,41,72,4038,7287,76698,18,302,14512193947176100,91,81,0,19,46,68130594
2,5,47,70,3219,1080,18145,19,954,12525131630083700,41,86,1,57,9,52538249
0,3,32,71,5086,6389,64789,8,347,13012276368297300,79,58,1,58,60,82519057
1,0,37,31,3724,2999,35969,14,123,15087610009399900,12,12,1,10,17,27557079
1,5,41,49,3417,2179,28964,1,483,2748508209574740,66,90,1,29,34,38331368
1,1,46,39,5725,4476,49405,2,982,5609403265837630,67,44,0,13,3,5085865
1,2,34,49,3273,1225,12650,3,790,20614633242764800,60,14,0,45,20,36410308
2,1,46,58,5711,1731,22916,16,248,2719207262558200,94,84,1,20,57,75894699
0,1,38,87,5674,6816,67199,3,773,154240022403616,94,48,0,86,58,111446773
2,5,34,55,3549,1520,21039,6,133,21272840229254800,41,27,1,35,25,4426044
0,0,45,89,4162,7681,78500,8,761,19642864492636100,51,82,1,68,15,84628838
0,4,32,75,7202,2770,30114,12,706,13465787387670300,81,51,1,45,35,12143628
0,3,40,79,555,2940,33091,5,266,8435446171109880,86,65,1,66,18,98401405
2,4,31,58,6754,1670,16815,5,510,10490430536610700,48,84,0,31,20,87730337
0,0,37,78,3507,3394,38010,3,286,6436128352483840,41,57,0,3,38,61596711
2,4,42,52,7159,2847,27832,4,510,2411818633752790,84,20,0,51,36,83737735
1,2,41,41,3559,1372,17569,5,993,18320178684521100,44,97,0,38,20,33859928
1,2,38,40,3525,3573,43071,3,560,24640839340343700,46,36,0,25,20,3261093
